КАНАЛ_ТРАФИКА,ИСТОЧНИК_ТРАФИКА,СПОСОБ_ОБРАЩЕНИЯ,Пояснение
SOURCE_ID (стандартное поле),UF_CRM_UTM_SOURCE (строка),UF_CONTACT_METHOD (список),Канал=категория (реклама/органика/партнеры/соцсети/звонок), Источник=конкретно (google_ads/instagram_oleynik/napopravku), Способ=как связался (форма/звонок/WA/TG)
